random,date,hour,cloud_coverage,visibility,temperature,dewpoint,relative_humidity,wind_speed,station_pressure,altimeter,solar_energy
0.667459461,2/1/2016,6,0,9.92,0.37,-0.01,89.12,4.72,29.19,29.98,0
0.078805469,2/1/2016,7,0,10,0.47,-0.04,90.08,6,29.2,29.99,84.29
0.768077049,2/1/2016,8,0.14,9.92,0.89,0.3,92,2.76,29.22,30.01,531
0.498539289,2/1/2016,9,0.92,10,1.97,0.41,86.12,5.56,29.24,30.04,923.75
0.051980818,2/1/2016,10,0.46,10,3.15,1.07,82.48,2.12,29.27,30.06,1947.75
0.783559906,2/1/2016,11,0.42,10,4.5,1.05,75.88,0,29.27,30.06,3562
0.819008,2/1/2016,12,0,10,6.16,1.26,68.96,0,29.26,30.05,4236.5
0.847966785,2/1/2016,13,0,10,7.56,1.41,64.48,0,29.25,30.04,3913
0.701954935,2/1/2016,14,0,10,8.47,0.63,57.12,3.72,29.24,30.03,3189.25
0.344504791,2/1/2016,15,0,10,8.78,-0.2,51.76,2.04,29.23,30.02,1687.75
0.023662952,2/1/2016,16,0,10,8.49,-0.21,54.2,3.2,29.24,30.03,453.93
0.25495022,2/1/2016,17,0,10,5.86,0.44,64.64,3.16,29.26,30.05,9.13
0.202493773,2/2/2016,6,0.92,5.04,2.07,0.54,89.8,14.08,29.19,29.98,0
0.59265785,2/2/2016,7,0.92,5.76,2.51,0.67,86.8,18,29.13,29.92,31.35
0.981205889,2/2/2016,8,0.92,5,2.63,1.06,88.84,17.92,29.08,29.87,116.1
0.602995048,2/2/2016,9,1,6.35,3.34,1.65,86.89,18.3,29.01,29.81,172.5
0.986722722,2/2/2016,10,0.99,5.22,3.95,2.22,87.26,20.18,28.95,29.75,205
0.923800219,2/2/2016,11,1,7.35,5.04,3.16,86.38,21.5,28.9,29.68,274
0.864178157,2/2/2016,12,1,5.93,6.34,4.93,90.56,20.46,28.85,29.64,325
0.470594127,2/2/2016,13,1,1,7.96,7.07,97.28,17.56,28.81,29.59,256.5
0.804340392,2/2/2016,14,1,0.92,9.99,9.27,97.38,15.76,28.76,29.54,133.75
0.685842693,2/2/2016,15,1,3.15,11.87,11.02,96,20.92,28.72,29.5,182.5
0.551274176,2/2/2016,16,1,4.68,12.79,11.72,95.2,17.96,28.71,29.49,115.5
0.893424924,2/2/2016,17,0.83,7.26,13.51,12.56,94.26,17.15,28.69,29.47,2.93
0.533608627,2/3/2016,6,0.16,10,2.47,0.22,79.12,15.36,28.83,29.61,0.68
0.388376294,2/3/2016,7,0.56,10,1.86,-0.17,81.04,11.72,28.85,29.63,303.38
0.631431023,2/3/2016,8,0.98,10,2.47,0.23,80.04,15.23,28.88,29.67,327.75
0.257441763,2/3/2016,9,1,10,3.14,0.42,79,20.56,28.91,29.7,337.75
0.857683662,2/3/2016,10,1,10,3.13,1.02,81.88,19.4,28.94,29.73,205
0.113962762,2/3/2016,11,1,7.44,2.78,1.22,86.8,21.4,28.96,29.75,250.5
0.433366075,2/3/2016,12,1,5.3,2.05,1.05,88.7,22.35,28.98,29.77,378.75
0.687852291,2/3/2016,13,1,9.74,1.58,0.39,88.58,21.59,29,29.79,310
0.285369879,2/3/2016,14,1,9.89,1.1,-0.08,87.56,22.57,29.05,29.84,256.25
0.878487522,2/3/2016,15,1,10,0.31,-0.77,88.58,19,29.08,29.88,353.75
0.624554894,2/3/2016,16,1,10,-0.22,-1.66,85.76,21.16,29.13,29.92,62.8
0.842187269,2/3/2016,17,1,10,-0.54,-2.36,84.2,19.72,29.17,29.96,0.74
0.186772248,2/4/2016,6,1,10,-4.76,-7.75,75.92,13.68,29.42,30.22,0
0.155288233,2/4/2016,7,0.42,10,-5.41,-8.68,75.44,12.08,29.45,30.25,243.54
0.889079751,2/4/2016,8,0.3,10,-5.49,-8.8,74.57,11.88,29.46,30.26,1750.25
0.735720004,2/4/2016,9,0.29,10,-4.75,-8.5,71.64,12.6,29.48,30.28,3386
0.478350738,2/4/2016,10,0.15,10,-3.81,-8.15,69.84,10.76,29.49,30.29,4258.25
0.659631443,2/4/2016,11,0,10,-2.86,-7.78,66.84,8.72,29.47,30.27,4610.25
0.557721329,2/4/2016,12,0.28,10,-1.92,-6.76,67.72,10.44,29.46,30.26,4617.25
0.151127885,2/4/2016,13,0,10,-1.19,-6.52,64.52,10.64,29.45,30.25,4278.25
0.320116234,2/4/2016,14,0,10,-0.49,-6.05,64.84,8.08,29.44,30.24,3491.75
0.344045354,2/4/2016,15,0,10,0.1,-5.54,63.8,8.72,29.45,30.25,1941
0.054534587,2/4/2016,16,0,10,0.12,-5.36,64.96,7.68,29.47,30.27,542
0.37373065,2/4/2016,17,0,10,-0.6,-4.66,69.2,4.84,29.49,30.29,12.84
0.270444185,2/5/2016,6,0.56,9.96,-3.37,-4.33,87.27,7.23,29.53,30.33,0.37
0.822132515,2/5/2016,7,0.98,6.42,-2.93,-3.86,87.58,9.42,29.55,30.35,107.35
0.281716209,2/5/2016,8,0.92,9.73,-2.74,-4.65,84.08,10,29.57,30.37,652.25
0.013649465,2/5/2016,9,0.75,10,-1.9,-4.38,76.42,11.31,29.58,30.38,768.25
0.665708033,2/5/2016,10,1,10,-1.58,-4.41,75.62,8.85,29.59,30.39,1127
0.352620777,2/5/2016,11,1,10,-1.34,-4.07,77.04,8.64,29.59,30.39,1213.5
0.036095402,2/5/2016,12,1,10,-0.96,-4.04,76.92,8.72,29.58,30.38,1881.5
0.544787393,2/5/2016,13,1,10,-0.57,-4.03,74.76,6.04,29.56,30.36,1567.25
0.445528748,2/5/2016,14,1,10,-0.35,-4.03,74.76,7.36,29.57,30.37,1291.25
0.944192608,2/5/2016,15,1,10,-0.1,-4.1,72.84,6.36,29.57,30.37,710.25
0.569834928,2/5/2016,16,1,10,-0.15,-3.85,74.76,5,29.58,30.38,304.13
0.018542061,2/5/2016,17,0.97,10,-0.7,-4.07,75.56,4.74,29.58,30.39,10.74
0.226293991,2/6/2016,6,1,7,-3.27,-4.39,91.72,3.8,29.51,30.31,1.51
0.194949918,2/6/2016,7,0.79,5.68,-3.21,-3.66,91.04,4.28,29.52,30.32,228.13
0.299212116,2/6/2016,8,0.16,5,-2.18,-3.15,89.92,6.92,29.52,30.32,1652.75
0.022571431,2/6/2016,9,0,5.72,-0.32,-2.05,87.56,7.36,29.52,30.32,3167.75
0.465408588,2/6/2016,10,0,9.92,1.93,-1.72,75.16,8.04,29.51,30.31,3987.75
0.908195159,2/6/2016,11,0,10,3.8,-0.97,67.88,8,29.48,30.28,4331.5
0.877891345,2/6/2016,12,0,10,5.39,-0.72,63.4,7.76,29.45,30.25,4356.25
0.150170444,2/6/2016,13,0,10,6.66,-0.11,59.92,10,29.43,30.23,4026.75
0.170393041,2/6/2016,14,0,10,7.49,0.37,59.76,10.76,29.4,30.2,3248.5
0.769268497,2/6/2016,15,0,10,7.66,0.49,60.8,10.32,29.39,30.19,1842.5
0.662593556,2/6/2016,16,0,10,7.07,0.93,62.8,7.48,29.39,30.19,514.75
0.245226522,2/6/2016,17,0,10,4.04,0.98,75.36,5.4,29.38,30.18,16.83
0.763684874,2/7/2016,6,0.14,10,2.15,-0.82,76.12,12.28,29.18,29.97,0.79
0.429366681,2/7/2016,7,0,10,2.4,-0.89,70.36,12.28,29.16,29.95,271.78
0.507028305,2/7/2016,8,0,10,2.96,-0.76,71.08,16.6,29.15,29.94,1249.5
0.033900763,2/7/2016,9,0,10,3.96,-0.61,70.2,17.96,29.12,29.91,3165.5
0.674544193,2/7/2016,10,0,10,5.85,0.49,66.92,19.24,29.11,29.9,3874.25
0.868443717,2/7/2016,11,0,10,7.77,1.47,62.8,19.36,29.08,29.87,3550.5
0.135679017,2/7/2016,12,0,10,8.82,1.47,60.16,18.88,29.05,29.84,4285.25
0.971160075,2/7/2016,13,0.28,10,9.12,2.36,61.36,18,29.03,29.82,2876.25
0.205559136,2/7/2016,14,0.28,10,8.98,2.42,62.4,18.88,29.01,29.8,2008.25
0.899365401,2/7/2016,15,0.14,10,8.28,2.25,63.8,17.8,29.01,29.8,922.75
0.598211688,2/7/2016,16,0.14,10,7.12,2.37,70.68,13.28,29.03,29.82,334.75
0.748230643,2/7/2016,17,0.15,10,5.74,2.05,71.64,12.44,29.04,29.83,19.33
0.7750008,2/8/2016,6,1,6.7,0.54,-0.05,92,8.37,28.89,29.67,0
0.732964718,2/8/2016,7,1,3.22,0.04,-0.73,92.82,10.85,28.89,29.68,44.17
0.320281863,2/8/2016,8,1,8,-0.89,-1.85,89.8,14.64,28.91,29.69,112.35
0.858648632,2/8/2016,9,1,9.96,-2.34,-4.65,79.04,18.16,28.92,29.71,341
0.153106232,2/8/2016,10,1,10,-3.25,-5.12,79.12,18.88,28.94,29.73,727
0.989820549,2/8/2016,11,1,4.42,-3.55,-5.68,81.07,20.86,28.95,29.74,1053.5
0.510040213,2/8/2016,12,1,7.32,-3.6,-6.23,78.12,16.52,28.95,29.73,1110.25
0.838351489,2/8/2016,13,1,5.19,-4.24,-7.3,75.21,16.99,28.95,29.74,694.75
0.959881672,2/8/2016,14,1,1.78,-4.87,-6.8,82.31,16.86,28.96,29.76,370
0.679409396,2/8/2016,15,1,1.94,-5.22,-6.93,83.61,15.71,28.98,29.77,414
0.784430176,2/8/2016,16,1,4.42,-5.2,-7.21,82,14.88,28.99,29.78,183
0.899122156,2/8/2016,17,1,8.3,-5.43,-7.83,79.22,16.81,29.01,29.8,5.83
0.193721817,2/9/2016,6,1,8.36,-7.32,-9.58,79.56,14.32,29.01,29.8,0.3
0.23948643,2/9/2016,7,1,4.66,-7.77,-9.83,82.08,15.6,29.03,29.83,109.58
0.028286929,2/9/2016,8,1,4.04,-7.79,-9.99,81.72,15.35,29.04,29.84,389.25
0.06692547,2/9/2016,9,1,3.48,-7.53,-10.06,78.32,16.86,29.05,29.85,638
0.674673002,2/9/2016,10,1,1.98,-7.52,-9.68,81.77,19.54,29.07,29.86,720
0.473375902,2/9/2016,11,1,1.85,-7.41,-9.72,81.51,21.46,29.08,29.87,977.5
0.557795631,2/9/2016,12,1,2.62,-7.47,-10.37,77.75,19.63,29.08,29.87,1352.5
0.575846407,2/9/2016,13,0.93,3.25,-7.3,-10.62,74.11,21.48,29.07,29.87,1254
0.558434395,2/9/2016,14,1,4.71,-7.1,-10.81,72.08,20.12,29.09,29.88,642
0.604976255,2/9/2016,15,1,4.78,-7.12,-10.71,73.38,20.35,29.12,29.91,517.5
0.878274323,2/9/2016,16,1,3.84,-7.5,-10.8,76.26,18.68,29.14,29.94,184.88
0.223581998,2/9/2016,17,1,6.98,-7.71,-11.29,72.96,15.92,29.16,29.95,10.14
0.342902146,2/10/2016,6,0,10,-13.94,-15.79,76.16,8.96,29.26,30.05,2.41
0.388518493,2/10/2016,7,0,10,-13.83,-15.95,76.28,9.6,29.27,30.06,322.55
0.126983487,2/10/2016,8,0,10,-11.7,-15.46,70.24,14.6,29.28,30.07,1287.25
0.376314403,2/10/2016,9,0,10,-10.71,-15.06,67.12,17.44,29.3,30.09,2402.25
0.723564021,2/10/2016,10,0.28,10,-9.8,-14.84,64.44,14.64,29.3,30.09,3605.75
0.715558601,2/10/2016,11,0,10,-9.02,-13.98,65.6,13.04,29.29,30.08,3823.25
0.830173753,2/10/2016,12,0.28,10,-8.06,-13.47,63.92,11.12,29.28,30.07,3286.75
0.93401052,2/10/2016,13,0.29,10,-7.33,-13.09,61.24,11.76,29.26,30.05,2443
0.357026871,2/10/2016,14,0,10,-6.82,-12.91,60.6,11.76,29.26,30.05,2479.75
0.329875631,2/10/2016,15,0.38,10,-6.67,-12.92,59.04,10.52,29.27,30.06,880.25
0.405044854,2/10/2016,16,0.56,10,-6.68,-13.2,57.44,10.2,29.28,30.07,303.75
0.651776447,2/10/2016,17,0.45,10,-6.97,-13.04,59.64,8.88,29.3,30.09,15.3
0.064631237,2/11/2016,6,0,10,-12.06,-14.34,78.88,5.36,29.47,30.27,4.2
0.232739648,2/11/2016,7,0,10,-12.14,-15.65,68.47,8.56,29.48,30.28,542.25
0.800908508,2/11/2016,8,0,10,-10.42,-15.16,65.2,8.44,29.5,30.3,2208
0.716620592,2/11/2016,9,0,10,-8.95,-14.83,61.56,8.36,29.52,30.32,3659.25
0.748841583,2/11/2016,10,0,10,-7.91,-15.4,52.64,7.4,29.53,30.33,4471.25
0.02678304,2/11/2016,11,0,10,-7.11,-15.49,49.56,5.72,29.53,30.33,4673.75
0.809706728,2/11/2016,12,0,10,-6.33,-15.11,48.52,5.4,29.52,30.32,4670.25
0.479640939,2/11/2016,13,0,10,-5.77,-15.09,47.92,1.2,29.51,30.31,4464
0.997667285,2/11/2016,14,0,10,-5.21,-14.1,50.08,3.2,29.51,30.31,3738
0.933231694,2/11/2016,15,0,10,-4.93,-13.44,50.56,4.08,29.5,30.3,2381.5
0.711984481,2/11/2016,16,0,10,-5.24,-13.56,49.6,1.92,29.51,30.31,570.75
0.448320867,2/11/2016,17,0,10,-5.62,-13.46,52.72,0,29.51,30.31,27.93
0.313197996,2/12/2016,6,1,7.6,-6.22,-7.53,87.08,4.54,29.39,30.19,0.2
0.461076834,2/12/2016,7,1,10,-5.82,-6.91,87.08,6.65,29.4,30.2,62.8
0.418723812,2/12/2016,8,1,10,-5.22,-6.29,86.96,9.62,29.39,30.19,293
0.934972361,2/12/2016,9,1,10,-4.57,-6.4,80.2,12.92,29.39,30.19,352.5
0.227394762,2/12/2016,10,1,9.96,-3.98,-6.44,78.27,15.96,29.4,30.2,664.25
0.721488762,2/12/2016,11,1,7.44,-3.57,-6.27,78,15.32,29.39,30.19,702.5
0.058192072,2/12/2016,12,1,6.12,-3.54,-6.09,79.08,18.08,29.39,30.19,555.75
0.642667147,2/12/2016,13,1,6.96,-3.22,-6.95,73.15,20.73,29.39,30.19,1569.5
0.821157214,2/12/2016,14,1,10,-2.96,-8.59,63.07,23.04,29.39,30.19,1646.25
0.063305741,2/12/2016,15,0.74,10,-3.07,-10.04,57.48,22.36,29.41,30.21,1501
0.280302967,2/12/2016,16,0.31,10,-2.99,-11.06,51.92,22.24,29.42,30.22,674.25
0.738055934,2/12/2016,17,0.14,10,-4.25,-12.38,50.36,19.48,29.46,30.26,35.88
0.033861481,2/13/2016,6,0,10,-14.88,-19.93,62.04,6.32,29.78,30.58,5.51
0.838232755,2/13/2016,7,0,10,-14.93,-20.09,62.16,6.08,29.79,30.59,503
0.127517887,2/13/2016,8,0,10,-13.58,-20.54,55.08,7.48,29.8,30.61,2089.75
0.711839272,2/13/2016,9,0,10,-12.32,-19.86,53,9.36,29.81,30.62,3774
0.179542859,2/13/2016,10,0,10,-10.96,-19.2,50.24,10.04,29.81,30.62,4549.75
0.098499425,2/13/2016,11,0,10,-9.75,-18.72,48.24,9.28,29.8,30.61,4707
0.854110929,2/13/2016,12,0,10,-8.82,-17.76,48.04,7.76,29.79,30.59,4664.5
0.754152774,2/13/2016,13,0,10,-7.85,-17.36,44.84,7.68,29.77,30.57,4592.75
0.600768774,2/13/2016,14,0,10,-7.32,-17.08,43.56,8.28,29.74,30.54,3525.75
0.299404936,2/13/2016,15,0,10,-6.95,-17.08,42.84,8.96,29.74,30.54,1998.5
0.261473025,2/13/2016,16,0,10,-7.24,-17.58,41.08,5.16,29.73,30.53,401
0.247600176,2/13/2016,17,0,10,-7.69,-17.95,42.36,3.08,29.71,30.51,19.78
0.094288804,2/14/2016,6,1,4.56,-8.94,-11.44,77.92,15.72,29.54,30.34,0.42
0.686198963,2/14/2016,7,1,5.84,-8.76,-11.16,78.44,17.16,29.5,30.3,110.28
0.817172803,2/14/2016,8,1,9.04,-8.43,-11.16,77.16,19.44,29.46,30.26,316.25
0.836375912,2/14/2016,9,1,10,-8.11,-11.16,75.24,18.44,29.46,30.26,358.5
0.548332867,2/14/2016,10,1,1.95,-7.71,-10.31,78.71,17.49,29.43,30.23,422.75
0.151322308,2/14/2016,11,1,1.12,-7.58,-9.21,85.38,16.96,29.4,30.2,749
0.614551995,2/14/2016,12,1,0.78,-7.39,-8.78,86.43,15.46,29.37,30.16,815.25
0.114315409,2/14/2016,13,1,0.72,-6.91,-8.45,86.76,14.65,29.32,30.12,1432.75
0.16322366,2/14/2016,14,1,1.9,-6.62,-8.29,84,15.69,29.3,30.09,1043
0.829746856,2/14/2016,15,1,6,-6.62,-8.43,84,16.74,29.27,30.06,562.25
0.078480791,2/14/2016,16,1,10,-6.58,-8.22,81,14.88,29.26,30.05,102.83
0.82326545,2/14/2016,17,1,4.38,-6.6,-8.24,84.19,14,29.26,30.05,6.85
0.724038666,2/15/2016,6,1,5,-4.1,-4.52,94.72,6.76,29.13,29.92,0.95
0.847629162,2/15/2016,7,1,3.08,-3.83,-4.14,94.56,6.72,29.14,29.93,88.08
0.519828602,2/15/2016,8,1,2.83,-3.33,-3.72,95.7,7.11,29.14,29.93,395.75
0.736028292,2/15/2016,9,1,2.98,-2.65,-2.8,94.56,7.16,29.13,29.92,1000.5
0.692023066,2/15/2016,10,1,2.37,-2.02,-2.15,94.52,7.96,29.13,29.92,1279.25
0.928654735,2/15/2016,11,1,2.42,-1.53,-1.52,92.16,7.72,29.11,29.9,1204
0.811245586,2/15/2016,12,1,2.23,-1.35,-1.45,93.38,7.62,29.08,29.87,1200.75
0.77550824,2/15/2016,13,1,2.12,-1.13,-1.18,95.84,6,29.07,29.86,1038.25
0.995108606,2/15/2016,14,1,2.77,-0.85,-1.11,92,6.27,29.06,29.86,653.5
0.090095468,2/15/2016,15,1,2.96,-0.89,-0.91,95.56,6.15,29.06,29.86,537
0.574852427,2/15/2016,16,1,3.75,-0.88,-0.94,94.62,4.46,29.06,29.85,275.25
0.746516816,2/15/2016,17,1,2.13,-0.82,-0.63,95.84,4.72,29.06,29.85,18.68
0.284115868,2/16/2016,6,0.94,10,-5.35,-5.12,90.62,2.69,29.03,29.82,14.64
0.230169328,2/16/2016,7,0.91,7.21,-4.51,-5.12,87.68,3.28,29.03,29.82,220.33
0.016513792,2/16/2016,8,0.66,7.04,-3.94,-4.79,90.44,3.44,29.03,29.82,980.75
0.277084068,2/16/2016,9,0.35,7.11,-2.87,-4.5,86.63,5.22,29.03,29.82,3130.5
0.674055348,2/16/2016,10,0.52,7.08,-1.37,-3.54,84.04,5.72,29.05,29.84,3950.75
0.622072658,2/16/2016,11,0.24,7.08,0.02,-2.79,81.16,7.08,29.05,29.84,4465.75
0.324695453,2/16/2016,12,0.56,8.08,1.29,-2.1,81.04,9.24,29.04,29.83,4632.5
0.682120344,2/16/2016,13,0.96,8.04,1.72,-1.45,83.8,7.72,29.04,29.83,4101
0.881747808,2/16/2016,14,0.93,7.22,2.39,-1.11,81.12,8.56,29.04,29.83,3569.25
0.073522681,2/16/2016,15,0.96,7.08,2.35,-1.02,81.64,7.32,29.05,29.84,2020.5
0.470741438,2/16/2016,16,1,8.08,2.03,-1.1,81.53,4.68,29.07,29.86,412.5
0.009736821,2/16/2016,17,1,6.48,1.33,-1,83.68,0.2,29.09,29.88,27.43
0.013625261,2/17/2016,6,0,6.36,-2.16,-3.65,89.92,6.68,29.35,30.15,12.94
0.447859387,2/17/2016,7,0.24,5.08,-2,-3.74,87.56,4.72,29.38,30.18,596.5
0.085208494,2/17/2016,8,0.97,7.08,0.27,-2.65,80.73,5.69,29.41,30.21,984
0.558836495,2/17/2016,9,1,8.04,0.8,-2.53,77.8,8.56,29.44,30.24,647
0.187418393,2/17/2016,10,1,9.96,1.21,-3.17,72.04,6.68,29.45,30.25,1374.25
0.941487869,2/17/2016,11,1,10,1.56,-2.68,73.72,6.52,29.46,30.26,1453.75
0.939736681,2/17/2016,12,1,10,1.69,-2.33,75.64,6.92,29.46,30.26,1040
0.414360479,2/17/2016,13,1,10,1.68,-2.24,76.49,6.68,29.46,30.26,675.5
0.840086228,2/17/2016,14,1,9.96,1.56,-2.45,77.68,6.64,29.47,30.27,376
0.294430268,2/17/2016,15,1,9.92,1.4,-2.43,78.43,5.77,29.49,30.29,275
0.946296962,2/17/2016,16,1,9.82,0.94,-2.56,77.4,6.25,29.49,30.29,226
0.798907614,2/17/2016,17,1,9.92,0.43,-2.45,77.92,2.8,29.5,30.3,22.29
0.794931975,2/18/2016,6,0.73,6.96,-0.5,-1.55,87.56,10.32,29.56,30.36,7.7
0.012517597,2/18/2016,7,0.14,4.32,-0.52,-1.52,89.96,9.4,29.57,30.37,391.5
0.204490514,2/18/2016,8,0.01,4.64,0.53,-1.18,86.28,11.4,29.58,30.38,1075
0.044414549,2/18/2016,9,0.88,5,1.85,-0.72,82.96,14.68,29.58,30.38,2000
0.686635343,2/18/2016,10,0.71,6.32,3.19,-0.15,80.8,15.96,29.57,30.37,2403
0.869230558,2/18/2016,11,0,7,4.78,0.54,75.88,20.24,29.54,30.34,3770.75
0.750310372,2/18/2016,12,0.14,7.04,5.9,1.61,74.2,23.96,29.5,30.3,3012.25
0.514762575,2/18/2016,13,0.63,8,6.79,2.22,69.92,21.72,29.46,30.26,2474
0.543935497,2/18/2016,14,0.82,9,7.19,2.06,68.2,22,29.4,30.2,2528
0.066744854,2/18/2016,15,0.39,9.96,7.19,1.8,67.24,20.24,29.37,30.17,1408.5
0.635894623,2/18/2016,16,0.29,9.96,6.57,1.73,68.96,21.68,29.32,30.11,294.5
0.524466531,2/18/2016,17,0.65,9.92,5.84,1.58,72.28,16.84,29.29,30.08,44.48
0.555759052,2/19/2016,6,0,10,7.02,3.31,78.68,17.24,28.96,29.75,11.21
0.68860955,2/19/2016,7,0,10,8.63,4.23,71.32,21.92,28.95,29.74,500.75
0.892598945,2/19/2016,8,0,10,10.72,5.18,66,23.4,28.95,29.73,1144.25
0.194418486,2/19/2016,9,0,10,12.13,6.47,65.92,23.04,28.95,29.73,1413.5
0.080310775,2/19/2016,10,0,10,13.23,7.38,66.88,23.56,28.94,29.73,1697.5
0.313362821,2/19/2016,11,0,10,15.27,8.8,65.6,26.24,28.93,29.72,3390.75
0.809273278,2/19/2016,12,0.38,10,16.59,10.37,66.52,28.64,28.92,29.71,2660.5
0.800659873,2/19/2016,13,0.49,10,17.31,8.18,53.4,24.72,28.95,29.74,3365
0.493107803,2/19/2016,14,0,10,17.42,5.62,45.2,27.92,28.96,29.75,3598.25
0.617956956,2/19/2016,15,0,10,16.84,5.48,45.76,26.12,28.98,29.77,2113
0.898130853,2/19/2016,16,0,10,15.87,5.21,48.12,19.88,29.01,29.8,862.5
0.370349468,2/19/2016,17,0,10,13.61,4.22,51.96,15.92,29.05,29.84,53.88
0.247334144,2/20/2016,6,0,10,4.16,0.26,67.91,14.16,29.14,29.93,15.74
0.789901217,2/20/2016,7,0,10,4.84,1.3,69.4,14.2,29.15,29.94,707
0.405885513,2/20/2016,8,0,10,7.42,2.17,63.76,15.72,29.16,29.95,2252
0.493703787,2/20/2016,9,0,10,11.4,3.17,55.16,13.04,29.17,29.96,3437.5
0.293069085,2/20/2016,10,0,10,15.36,2.53,42.88,13.4,29.16,29.95,4200.25
0.433906276,2/20/2016,11,0,10,16.66,3.55,41.36,11.16,29.16,29.95,4555.5
0.475282502,2/20/2016,12,0,10,18.17,4.87,41.36,10.2,29.15,29.94,4551
0.316781156,2/20/2016,13,0,10,19.32,5.09,39.32,14.04,29.12,29.91,4188.75
0.177526341,2/20/2016,14,0,10,20.16,4.63,36.44,9.8,29.12,29.91,3505.75
0.673318938,2/20/2016,15,0,10,20.42,4.36,34.72,8.76,29.12,29.91,2432.25
0.047436443,2/20/2016,16,0,10,19.26,5.58,41.13,7.44,29.13,29.92,909.5
0.899272059,2/20/2016,17,0,10,15.77,6.44,51,4.36,29.15,29.94,70
0.494333875,2/21/2016,6,0,10,0.97,0.32,87.76,9.08,29.24,30.03,20.58
0.263712323,2/21/2016,7,0,10,1.39,0.46,87.76,8.68,29.25,30.05,718.75
0.354097145,2/21/2016,8,0,10,3.75,1.62,84.12,9.8,29.25,30.04,2279.5
0.87100333,2/21/2016,9,0,10,5.67,2.14,79.53,10,29.26,30.06,3465
0.641653609,2/21/2016,10,0,10,7.52,2.83,74.53,10.44,29.28,30.07,4274.75
0.024100556,2/21/2016,11,0.42,10,8.93,3.08,67,11.72,29.28,30.07,4612.75
0.1516902,2/21/2016,12,0.42,10,9.88,3.29,65.64,7.76,29.28,30.07,4376
0.729790699,2/21/2016,13,0.8,10,9.69,3.76,68.13,12.92,29.27,30.06,3272.75
0.750263016,2/21/2016,14,0.9,10,9.03,3.36,70.35,14.84,29.28,30.07,2739.75
0.225726485,2/21/2016,15,0.99,10,7.78,2.77,71.84,12.48,29.3,30.09,1271.75
0.544507127,2/21/2016,16,0.99,10,7.34,2.67,70.88,14.12,29.3,30.09,538.75
0.398492476,2/21/2016,17,1,10,6.53,2.47,71,11.84,29.31,30.11,22.7
0.699214078,2/22/2016,6,0.03,10,-1.41,-2.48,87.35,5.04,29.39,30.18,26.95
0.817602232,2/22/2016,7,0.03,10,-1.01,-2.24,86.54,3.77,29.39,30.18,804
0.943315467,2/22/2016,8,0,10,1.3,-1.34,80.92,7.4,29.37,30.17,2398.25
0.819454566,2/22/2016,9,0.04,10,2.99,-1.34,71.04,10.57,29.37,30.17,2637
0.374448646,2/22/2016,10,0.41,10,4.11,-1.27,65.72,10.68,29.37,30.17,3160.5
0.994654181,2/22/2016,11,0.33,10,5.2,-0.47,64.74,9.22,29.36,30.16,3718.75
0.016226579,2/22/2016,12,0.76,10,6.02,-0.14,63.52,3.8,29.36,30.16,2792
0.487739159,2/22/2016,13,0.81,10,6.85,-0.08,60.67,5.7,29.33,30.13,4249.5
0.219420126,2/22/2016,14,0.3,10,7.75,0.12,56.69,7.77,29.3,30.1,3634.75
0.627843673,2/22/2016,15,0,10,8.11,-0.06,55.92,4.28,29.29,30.08,2439.25
0.864824735,2/22/2016,16,0,10,7.97,0.01,55.92,7.64,29.28,30.07,993
0.811320544,2/22/2016,17,0,10,6.53,0.33,62.8,7,29.28,30.07,80.16
0.154207805,2/23/2016,6,0,10,-1.23,-2.91,86,9.4,29.27,30.06,55.8
0.370770463,2/23/2016,7,0,10,-0.72,-2.97,85.2,10.04,29.29,30.08,712.5
0.100636101,2/23/2016,8,0,10,0.56,-2.78,79.8,12.04,29.3,30.09,1986
0.899465037,2/23/2016,9,0,10,2.77,-1.8,73.84,13.72,29.28,30.07,3443.5
0.590626547,2/23/2016,10,0,10,5.22,-1.2,64.88,15.32,29.27,30.06,3986.25
0.572438095,2/23/2016,11,0,10,6.94,-0.95,56.64,16.72,29.26,30.05,4261.25
0.978025363,2/23/2016,12,0,10,8.32,-0.86,51.92,15.44,29.23,30.02,4407
0.675723232,2/23/2016,13,0,10,9.17,-0.44,49.84,15.36,29.19,29.98,3745.75
0.261436221,2/23/2016,14,0,10,9.41,-0.52,49.28,16.28,29.17,29.96,2509
0.450557165,2/23/2016,15,0,10,8.85,-0.32,51.84,13.36,29.17,29.96,1012.25
0.122935605,2/23/2016,16,0,10,7.9,-0.29,55.76,16.4,29.15,29.94,299
0.914762156,2/23/2016,17,0.01,10,6.79,-0.56,57.2,15.84,29.12,29.92,35.09
0.584002758,2/24/2016,6,1,5.07,0.65,-0.11,90.34,25.62,28.72,29.51,0.68
0.507815318,2/24/2016,7,1,1.89,0.36,-0.18,91.58,26.67,28.7,29.48,34.53
0.041561677,2/24/2016,8,1,3.13,0.34,-0.27,91.52,26.03,28.69,29.47,51
0.555603426,2/24/2016,9,1,0.63,0.23,-0.12,94.37,25.88,28.67,29.46,72.93
0.625016764,2/24/2016,10,1,0.65,0.17,-0.04,95.84,28.24,28.67,29.45,116.53
0.103768626,2/24/2016,11,1,1.8,0.47,-0.1,92,29.69,28.67,29.45,195.75
0.668678332,2/24/2016,12,1,1.03,0.5,-0.08,92,29.57,28.66,29.44,273.25
